YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2011,2011,IL,Disability,Disability among adults aged >= 65 years,30.9,,27.5,34.3,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,ID,Disability,Disability among adults aged >= 65 years,34.6,,32.2,37.0,Gender,Female
2018,2018,NC,Disability,Disability among adults aged >= 65 years,33.6,,32.9,34.3,Race/Ethnicity,"White, non-Hispanic"
2013,2013,IL,Disability,Disability among adults aged >= 65 years,34.4,,33.8,35.0,Race/Ethnicity,"White, non-Hispanic"
2019,2019,VA,Disability,Disability among adults aged >= 65 years,32.6,,31.8,33.4,Overall,Overall
2016,2016,SD,Disability,Disability among adults aged >= 65 years,36.9,,34.2,39.6,Gender,Male
2013,2013,HI,Disability,Disability among adults aged >= 65 years,28.6,,20.0,37.2,Race/Ethnicity,Hispanic
2019,2019,MI,Disability,Disability among adults aged >= 65 years,33.3,,32.9,33.7,Overall,Overall
2016,2016,WA,Disability,Disability among adults aged >= 65 years,48.1,,41.4,54.8,Race/Ethnicity,American Indian or Alaska Native
2018,2018,NY,Disability,Disability among adults aged >= 65 years,30.4,,30.0,30.8,Race/Ethnicity,"White, non-Hispanic"
2017,2017,WI,Disability,Disability among adults aged >= 65 years,41.2,,35.0,47.4,Race/Ethnicity,Hispanic
2012,2012,UT,Disability,Disability among adults aged >= 65 years,33.8,,31.9,35.6,Gender,Female
2018,2018,FL,Disability,Disability among adults aged >= 65 years,33.1,,32.6,33.7,Gender,Female
2013,2013,TN,Disability,Disability among adults aged >= 65 years,36.8,,27.8,45.7,Race/Ethnicity,Hispanic
2019,2019,CT,Disability,Disability among adults aged >= 65 years,39.3,,34.6,43.9,Race/Ethnicity,Hispanic
2017,2017,FL,Disability,Disability among adults aged >= 65 years,32.9,,32.5,33.3,Overall,Overall
2012,2012,NJ,Disability,Disability among adults aged >= 65 years,34.5,,33.8,35.2,Gender,Female
2015,2015,GA,Disability,Disability among adults aged >= 65 years,25.1,,20.2,30.0,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,PA,Disability,Disability among adults aged >= 65 years,34.4,,33.9,34.9,Overall,Overall
2015,2015,MI,Disability,Disability among adults aged >= 65 years,36.0,,35.4,36.6,Gender,Female
2014,2014,IN,Disability,Disability among adults aged >= 65 years,37.7,,36.7,38.7,Gender,Female
2015,2015,RI,Disability,Disability among adults aged >= 65 years,44.2,,32.6,55.8,Race/Ethnicity,Hispanic
2014,2014,UT,Disability,Disability among adults aged >= 65 years,34.2,,33.0,35.4,Overall,Overall
2010,2010,DE,Disability,Disability among adults aged >= 65 years,31.1,,14.7,47.6,Race/Ethnicity,Hispanic
2017,2017,WA,Disability,Disability among adults aged >= 65 years,36.4,,35.5,37.4,Gender,Male
2013,2013,SC,Disability,Disability among adults aged >= 65 years,42.3,,40.3,44.3,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,WI,Disability,Disability among adults aged >= 65 years,32.5,,31.8,33.2,Race/Ethnicity,"White, non-Hispanic"
2012,2012,RI,Disability,Disability among adults aged >= 65 years,33.4,,31.9,34.9,Overall,Overall
2015,2015,RI,Disability,Disability among adults aged >= 65 years,34.4,,32.3,36.5,Overall,Overall
2019,2019,IA,Disability,Disability among adults aged >= 65 years,30.6,,29.0,32.3,Gender,Female
2019,2019,UT,Disability,Disability among adults aged >= 65 years,31.0,,28.9,33.1,Gender,Female
2011,2011,VA,Disability,Disability among adults aged >= 65 years,23.2,,18.9,27.5,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,ND,Disability,Disability among adults aged >= 65 years,33.0,,29.1,36.9,Gender,Female
2018,2018,IL,Disability,Disability among adults aged >= 65 years,32.0,,31.5,32.6,Race/Ethnicity,"White, non-Hispanic"
2015,2015,UT,Disability,Disability among adults aged >= 65 years,35.3,,34.1,36.5,Overall,Overall
2015,2015,TX,Disability,Disability among adults aged >= 65 years,45.1,,36.8,53.4,Race/Ethnicity,American Indian or Alaska Native
2019,2019,NE,Disability,Disability among adults aged >= 65 years,30.3,,28.2,32.5,Gender,Female
2019,2019,AL,Disability,Disability among adults aged >= 65 years,29.9,,20.7,39.0,Race/Ethnicity,Hispanic
2016,2016,NV,Disability,Disability among adults aged >= 65 years,35.5,,34.3,36.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,GA,Disability,Disability among adults aged >= 65 years,37.8,,37.1,38.5,Overall,Overall
2017,2017,MN,Disability,Disability among adults aged >= 65 years,33.1,,32.2,34.1,Gender,Male
2013,2013,AL,Disability,Disability among adults aged >= 65 years,40.4,,39.5,41.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NY,Disability,Disability among adults aged >= 65 years,30.6,,30.1,31.1,Gender,Male
2010,2010,VA,Disability,Disability among adults aged >= 65 years,34.3,,33.5,35.1,Race/Ethnicity,"White, non-Hispanic"
2017,2017,NJ,Disability,Disability among adults aged >= 65 years,28.1,,27.3,28.8,Gender,Male
2013,2013,MI,Disability,Disability among adults aged >= 65 years,44.5,,42.9,46.1,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,IL,Disability,Disability among adults aged >= 65 years,32.9,,32.3,33.4,Gender,Male
2014,2014,WI,Disability,Disability among adults aged >= 65 years,43.7,,39.1,48.3,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,SC,Disability,Disability among adults aged >= 65 years,33.3,,32.3,34.3,Race/Ethnicity,"White, non-Hispanic"
2011,2011,FL,Disability,Disability among adults aged >= 65 years,35.1,,34.5,35.8,Gender,Female
2012,2012,MO,Disability,Disability among adults aged >= 65 years,37.5,,36.5,38.5,Gender,Female
2018,2018,AK,Disability,Disability among adults aged >= 65 years,35.3,,32.2,38.4,Race/Ethnicity,"White, non-Hispanic"
2017,2017,DC,Disability,Disability among adults aged >= 65 years,26.1,,22.0,30.2,Race/Ethnicity,"White, non-Hispanic"
2017,2017,KS,Disability,Disability among adults aged >= 65 years,30.7,,22.6,38.8,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,PR,Disability,Disability among adults aged >= 65 years,49.5,,48.6,50.4,Overall,Overall
2019,2019,DE,Disability,Disability among adults aged >= 65 years,29.3,,27.5,31.2,Race/Ethnicity,"White, non-Hispanic"
2016,2016,VT,Disability,Disability among adults aged >= 65 years,31.8,,29.4,34.2,Gender,Male
2010,2010,OK,Disability,Disability among adults aged >= 65 years,43.2,,42.0,44.4,Overall,Overall
2010,2010,KS,Disability,Disability among adults aged >= 65 years,37.9,,36.9,38.9,Overall,Overall
2011,2011,NY,Disability,Disability among adults aged >= 65 years,30.6,,30.0,31.3,Gender,Male
2015,2015,CO,Disability,Disability among adults aged >= 65 years,32.1,,31.2,33.0,Gender,Female
2017,2017,PR,Disability,Disability among adults aged >= 65 years,48.9,,47.7,50.1,Race/Ethnicity,Hispanic
2012,2012,CT,Disability,Disability among adults aged >= 65 years,37.4,,32.0,42.8,Race/Ethnicity,Hispanic
2017,2017,AK,Disability,Disability among adults aged >= 65 years,36.3,,33.5,39.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,OR,Disability,Disability among adults aged >= 65 years,38.1,,36.6,39.6,Gender,Male
2011,2011,ID,Disability,Disability among adults aged >= 65 years,39.4,,37.5,41.3,Race/Ethnicity,"White, non-Hispanic"
2013,2013,MN,Disability,Disability among adults aged >= 65 years,33.1,,32.2,34.0,Gender,Male
2012,2012,WY,Disability,Disability among adults aged >= 65 years,38.8,,35.4,42.2,Gender,Male
2012,2012,TX,Disability,Disability among adults aged >= 65 years,47.2,,45.6,48.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,NC,Disability,Disability among adults aged >= 65 years,47.6,,41.9,53.3,Race/Ethnicity,American Indian or Alaska Native
2014,2014,WY,Disability,Disability among adults aged >= 65 years,35.4,,33.2,37.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,VT,Disability,Disability among adults aged >= 65 years,32.3,,29.7,34.9,Gender,Male
2016,2016,LA,Disability,Disability among adults aged >= 65 years,39.7,,38.5,40.9,Gender,Female
2016,2016,AR,Disability,Disability among adults aged >= 65 years,20.4,,11.3,29.4,Race/Ethnicity,Hispanic
2012,2012,WA,Disability,Disability among adults aged >= 65 years,33.9,,31.1,36.7,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,FL,Disability,Disability among adults aged >= 65 years,32.7,,32.3,33.1,Race/Ethnicity,"White, non-Hispanic"
2019,2019,IL,Disability,Disability among adults aged >= 65 years,27.1,,25.0,29.1,Race/Ethnicity,Hispanic
2016,2016,IA,Disability,Disability among adults aged >= 65 years,33.2,,31.9,34.4,Gender,Male
2012,2012,KS,Disability,Disability among adults aged >= 65 years,35.9,,34.5,37.3,Gender,Male
2014,2014,CA,Disability,Disability among adults aged >= 65 years,38.9,,38.1,39.6,Race/Ethnicity,Hispanic
2013,2013,HI,Disability,Disability among adults aged >= 65 years,32.5,,29.0,36.0,Race/Ethnicity,"White, non-Hispanic"
2019,2019,VT,Disability,Disability among adults aged >= 65 years,31.7,,29.8,33.6,Overall,Overall
2017,2017,VA,Disability,Disability among adults aged >= 65 years,32.3,,27.5,37.1,Race/Ethnicity,Hispanic
2015,2015,NJ,Disability,Disability among adults aged >= 65 years,32.6,,32.1,33.1,Overall,Overall
2016,2016,ND,Disability,Disability among adults aged >= 65 years,35.0,,32.5,37.5,Gender,Male
2012,2012,SC,Disability,Disability among adults aged >= 65 years,35.2,,34.3,36.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Disability,Disability among adults aged >= 65 years,32.3,,26.5,38.1,Race/Ethnicity,Hispanic
2019,2019,TN,Disability,Disability among adults aged >= 65 years,37.9,,37.1,38.7,Overall,Overall
2012,2012,TX,Disability,Disability among adults aged >= 65 years,36.3,,35.8,36.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,FL,Disability,Disability among adults aged >= 65 years,34.1,,33.7,34.5,Overall,Overall
2011,2011,CO,Disability,Disability among adults aged >= 65 years,34.2,,33.1,35.3,Gender,Female
2015,2015,WI,Disability,Disability among adults aged >= 65 years,31.2,,30.6,31.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PR,Disability,Disability among adults aged >= 65 years,27.5,,16.5,38.5,Race/Ethnicity,"White, non-Hispanic"
2019,2019,TX,Disability,Disability among adults aged >= 65 years,35.8,,35.4,36.2,Overall,Overall
2013,2013,NC,Disability,Disability among adults aged >= 65 years,37.8,,36.8,38.7,Gender,Male
2011,2011,DC,Disability,Disability among adults aged >= 65 years,36.8,,33.7,39.9,Overall,Overall
2010,2010,IA,Disability,Disability among adults aged >= 65 years,32.3,,31.5,33.1,Overall,Overall
2016,2016,TX,Disability,Disability among adults aged >= 65 years,43.0,,41.5,44.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,WI,Disability,Disability among adults aged >= 65 years,42.0,,40.0,44.0,Gender,Male
2014,2014,NV,Disability,Disability among adults aged >= 65 years,36.7,,35.6,37.8,Overall,Overall
2011,2011,NH,Disability,Disability among adults aged >= 65 years,33.2,,31.1,35.2,Gender,Female
2012,2012,AL,Disability,Disability among adults aged >= 65 years,41.8,,40.7,43.0,Gender,Male
2017,2017,OH,Disability,Disability among adults aged >= 65 years,39.0,,37.0,41.0,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,ME,Disability,Disability among adults aged >= 65 years,35.5,,33.6,37.3,Gender,Female
2011,2011,NC,Disability,Disability among adults aged >= 65 years,38.1,,37.4,38.8,Overall,Overall
2015,2015,AZ,Disability,Disability among adults aged >= 65 years,34.7,,33.9,35.6,Gender,Female
2010,2010,SC,Disability,Disability among adults aged >= 65 years,46.2,,44.4,48.0,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,CA,Disability,Disability among adults aged >= 65 years,35.7,,34.9,36.5,Race/Ethnicity,Hispanic
2013,2013,IN,Disability,Disability among adults aged >= 65 years,40.0,,37.1,42.9,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NM,Disability,Disability among adults aged >= 65 years,52.6,,48.0,57.2,Race/Ethnicity,American Indian or Alaska Native
2012,2012,PA,Disability,Disability among adults aged >= 65 years,32.9,,32.3,33.6,Gender,Male
2010,2010,CO,Disability,Disability among adults aged >= 65 years,22.9,,16.7,29.1,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,MI,Disability,Disability among adults aged >= 65 years,37.8,,37.1,38.5,Gender,Female
2015,2015,NC,Disability,Disability among adults aged >= 65 years,38.6,,31.7,45.6,Race/Ethnicity,Hispanic
2013,2013,DE,Disability,Disability among adults aged >= 65 years,31.8,,30.1,33.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,OR,Disability,Disability among adults aged >= 65 years,27.3,,17.8,36.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,MD,Disability,Disability among adults aged >= 65 years,34.2,,33.1,35.3,Gender,Female
2010,2010,NY,Disability,Disability among adults aged >= 65 years,36.3,,35.7,37.0,Gender,Female
2019,2019,PR,Disability,Disability among adults aged >= 65 years,45.3,,43.1,47.6,Overall,Overall
2011,2011,WI,Disability,Disability among adults aged >= 65 years,32.0,,31.4,32.6,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AZ,Disability,Disability among adults aged >= 65 years,38.0,,35.9,40.1,Race/Ethnicity,Hispanic
2012,2012,ND,Disability,Disability among adults aged >= 65 years,33.6,,31.0,36.2,Gender,Male
2010,2010,AZ,Disability,Disability among adults aged >= 65 years,32.8,,32.1,33.5,Overall,Overall
2014,2014,IA,Disability,Disability among adults aged >= 65 years,31.8,,31.0,32.6,Overall,Overall
2015,2015,DC,Disability,Disability among adults aged >= 65 years,34.6,,32.3,36.9,Overall,Overall
2010,2010,SD,Disability,Disability among adults aged >= 65 years,35.9,,33.9,37.9,Race/Ethnicity,"White, non-Hispanic"
2019,2019,OR,Disability,Disability among adults aged >= 65 years,36.0,,34.2,37.8,Gender,Male
2014,2014,TN,Disability,Disability among adults aged >= 65 years,39.1,,38.3,39.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,CA,Disability,Disability among adults aged >= 65 years,42.9,,41.3,44.5,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,DE,Disability,Disability among adults aged >= 65 years,29.4,,27.1,31.7,Gender,Male
2019,2019,VT,Disability,Disability among adults aged >= 65 years,29.9,,26.2,33.5,Gender,Female
2019,2019,GA,Disability,Disability among adults aged >= 65 years,35.2,,33.8,36.5,Gender,Female
2018,2018,US,Disability,Disability among adults aged >= 65 years,33.2,,33.0,33.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,NE,Disability,Disability among adults aged >= 65 years,36.2,,34.6,37.8,Gender,Male
2010,2010,CA,Disability,Disability among adults aged >= 65 years,34.6,,33.7,35.5,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,MT,Disability,Disability among adults aged >= 65 years,35.6,,33.2,37.9,Gender,Female
2014,2014,WY,Disability,Disability among adults aged >= 65 years,35.0,,32.9,37.1,Overall,Overall
2016,2016,MS,Disability,Disability among adults aged >= 65 years,38.4,,36.8,40.0,Gender,Male
2016,2016,MD,Disability,Disability among adults aged >= 65 years,28.8,,27.8,29.8,Gender,Male
2013,2013,OK,Disability,Disability among adults aged >= 65 years,45.7,,44.5,47.0,Gender,Male
2018,2018,DC,Disability,Disability among adults aged >= 65 years,23.9,,19.8,27.9,Race/Ethnicity,"White, non-Hispanic"
2012,2012,WA,Disability,Disability among adults aged >= 65 years,53.4,,45.8,61.0,Race/Ethnicity,American Indian or Alaska Native
2014,2014,MO,Disability,Disability among adults aged >= 65 years,36.7,,36.0,37.4,Overall,Overall
2018,2018,HI,Disability,Disability among adults aged >= 65 years,28.4,,26.1,30.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,RI,Disability,Disability among adults aged >= 65 years,31.6,,29.0,34.2,Gender,Male
2013,2013,AZ,Disability,Disability among adults aged >= 65 years,42.2,,39.6,44.7,Race/Ethnicity,Hispanic
2010,2010,MI,Disability,Disability among adults aged >= 65 years,30.4,,25.6,35.2,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,NC,Disability,Disability among adults aged >= 65 years,34.7,,34.1,35.3,Race/Ethnicity,"White, non-Hispanic"
2016,2016,OR,Disability,Disability among adults aged >= 65 years,37.2,,36.3,38.1,Race/Ethnicity,"White, non-Hispanic"
2016,2016,PR,Disability,Disability among adults aged >= 65 years,49.7,,48.5,50.8,Gender,Female
2014,2014,VA,Disability,Disability among adults aged >= 65 years,34.6,,33.8,35.4,Gender,Female
2016,2016,MO,Disability,Disability among adults aged >= 65 years,36.2,,35.2,37.1,Gender,Female
2017,2017,TN,Disability,Disability among adults aged >= 65 years,36.7,,28.8,44.6,Race/Ethnicity,Hispanic
2010,2010,MS,Disability,Disability among adults aged >= 65 years,45.5,,44.2,46.8,Overall,Overall
2014,2014,VT,Disability,Disability among adults aged >= 65 years,34.0,,32.1,35.9,Race/Ethnicity,"White, non-Hispanic"
2012,2012,NV,Disability,Disability among adults aged >= 65 years,35.5,,34.0,37.0,Gender,Female
2014,2014,OH,Disability,Disability among adults aged >= 65 years,35.4,,34.9,35.9,Overall,Overall
2017,2017,IN,Disability,Disability among adults aged >= 65 years,35.6,,34.9,36.3,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AZ,Disability,Disability among adults aged >= 65 years,53.2,,49.7,56.7,Race/Ethnicity,American Indian or Alaska Native
2016,2016,SC,Disability,Disability among adults aged >= 65 years,27.6,,17.1,38.1,Race/Ethnicity,"Asian, non-Hispanic"
2015,2015,MT,Disability,Disability among adults aged >= 65 years,32.8,,30.7,34.8,Gender,Female
2012,2012,AR,Disability,Disability among adults aged >= 65 years,41.9,,26.2,57.5,Race/Ethnicity,Hispanic
2012,2012,US,Disability,Disability among adults aged >= 65 years,51.2,,49.7,52.7,Race/Ethnicity,American Indian or Alaska Native
2019,2019,MO,Disability,Disability among adults aged >= 65 years,34.4,,33.1,35.7,Gender,Female
2012,2012,MS,Disability,Disability among adults aged >= 65 years,43.9,,42.1,45.7,Gender,Male
2013,2013,AK,Disability,Disability among adults aged >= 65 years,35.4,,32.0,38.8,Race/Ethnicity,"White, non-Hispanic"
2014,2014,AK,Disability,Disability among adults aged >= 65 years,58.3,,31.7,84.8,Race/Ethnicity,Hispanic
2011,2011,CT,Disability,Disability among adults aged >= 65 years,27.3,,20.0,34.6,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,NJ,Disability,Disability among adults aged >= 65 years,33.3,,32.7,33.9,Overall,Overall
2014,2014,CT,Disability,Disability among adults aged >= 65 years,29.6,,28.3,31.0,Gender,Male
2016,2016,MD,Disability,Disability among adults aged >= 65 years,25.1,,21.9,28.3,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,MA,Disability,Disability among adults aged >= 65 years,31.8,,30.7,32.8,Gender,Male
2010,2010,PR,Disability,Disability among adults aged >= 65 years,52.0,,51.0,53.0,Overall,Overall
2016,2016,SD,Disability,Disability among adults aged >= 65 years,46.7,,38.6,54.8,Race/Ethnicity,American Indian or Alaska Native
2017,2017,IL,Disability,Disability among adults aged >= 65 years,39.3,,37.6,41.0,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,AK,Disability,Disability among adults aged >= 65 years,39.7,,36.1,43.3,Gender,Female
2014,2014,NH,Disability,Disability among adults aged >= 65 years,32.6,,31.1,34.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,TX,Disability,Disability among adults aged >= 65 years,36.6,,36.0,37.2,Gender,Female
2018,2018,NV,Disability,Disability among adults aged >= 65 years,34.8,,33.3,36.3,Gender,Male
2019,2019,MT,Disability,Disability among adults aged >= 65 years,33.3,,31.7,34.9,Overall,Overall
2014,2014,MS,Disability,Disability among adults aged >= 65 years,44.5,,43.2,45.8,Overall,Overall
2015,2015,NJ,Disability,Disability among adults aged >= 65 years,34.2,,33.5,34.9,Gender,Female
2016,2016,CT,Disability,Disability among adults aged >= 65 years,31.2,,30.3,32.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,OH,Disability,Disability among adults aged >= 65 years,37.8,,37.2,38.4,Gender,Female
2011,2011,MD,Disability,Disability among adults aged >= 65 years,35.8,,33.9,37.7,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AR,Disability,Disability among adults aged >= 65 years,43.7,,40.0,47.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,NE,Disability,Disability among adults aged >= 65 years,32.3,,30.7,33.9,Gender,Female
2012,2012,OR,Disability,Disability among adults aged >= 65 years,36.9,,36.1,37.7,Race/Ethnicity,"White, non-Hispanic"
2014,2014,TX,Disability,Disability among adults aged >= 65 years,30.4,,27.6,33.2,Race/Ethnicity,"Asian, non-Hispanic"
2016,2016,PA,Disability,Disability among adults aged >= 65 years,34.2,,33.6,34.9,Gender,Male
2015,2015,KS,Disability,Disability among adults aged >= 65 years,37.8,,31.5,44.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,MI,Disability,Disability among adults aged >= 65 years,34.4,,34.0,34.8,Overall,Overall
2010,2010,WV,Disability,Disability among adults aged >= 65 years,42.3,,40.2,44.3,Gender,Male
2014,2014,ID,Disability,Disability among adults aged >= 65 years,37.9,,27.1,48.8,Race/Ethnicity,Hispanic
2013,2013,LA,Disability,Disability among adults aged >= 65 years,48.4,,46.3,50.5,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,NJ,Disability,Disability among adults aged >= 65 years,30.9,,29.8,31.9,Gender,Male
2015,2015,NM,Disability,Disability among adults aged >= 65 years,39.4,,37.6,41.2,Gender,Female
2013,2013,MS,Disability,Disability among adults aged >= 65 years,33.7,,17.3,50.1,Race/Ethnicity,Hispanic
2018,2018,RI,Disability,Disability among adults aged >= 65 years,36.9,,27.3,46.5,Race/Ethnicity,Hispanic
2016,2016,OK,Disability,Disability among adults aged >= 65 years,48.1,,44.7,51.5,Race/Ethnicity,American Indian or Alaska Native
2010,2010,MN,Disability,Disability among adults aged >= 65 years,38.8,,32.0,45.6,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,AR,Disability,Disability among adults aged >= 65 years,41.4,,40.1,42.8,Gender,Female
2019,2019,DC,Disability,Disability among adults aged >= 65 years,35.6,,21.4,49.7,Race/Ethnicity,Hispanic
2010,2010,MI,Disability,Disability among adults aged >= 65 years,37.4,,36.8,38.0,Overall,Overall
2016,2016,ME,Disability,Disability among adults aged >= 65 years,35.2,,33.4,37.0,Gender,Male
2018,2018,WV,Disability,Disability among adults aged >= 65 years,34.7,,33.8,35.7,Gender,Male
2013,2013,DE,Disability,Disability among adults aged >= 65 years,35.3,,30.6,40.0,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,LA,Disability,Disability among adults aged >= 65 years,38.6,,37.5,39.7,Overall,Overall
2016,2016,CA,Disability,Disability among adults aged >= 65 years,34.1,,33.7,34.5,Gender,Male
2010,2010,PA,Disability,Disability among adults aged >= 65 years,35.9,,35.4,36.4,Overall,Overall
2010,2010,IL,Disability,Disability among adults aged >= 65 years,31.9,,29.5,34.3,Race/Ethnicity,Hispanic
2017,2017,AR,Disability,Disability among adults aged >= 65 years,42.1,,41.1,43.1,Race/Ethnicity,"White, non-Hispanic"
2012,2012,AK,Disability,Disability among adults aged >= 65 years,38.9,,34.3,43.4,Gender,Female
2017,2017,CO,Disability,Disability among adults aged >= 65 years,32.3,,31.5,33.1,Overall,Overall
2017,2017,HI,Disability,Disability among adults aged >= 65 years,26.5,,23.8,29.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,WI,Disability,Disability among adults aged >= 65 years,31.5,,30.8,32.2,Gender,Male
2010,2010,OR,Disability,Disability among adults aged >= 65 years,37.7,,36.7,38.7,Overall,Overall
2013,2013,VA,Disability,Disability among adults aged >= 65 years,31.6,,25.9,37.2,Race/Ethnicity,Hispanic
2017,2017,FL,Disability,Disability among adults aged >= 65 years,35.1,,33.9,36.3,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,ND,Disability,Disability among adults aged >= 65 years,35.1,,33.1,37.1,Overall,Overall
2010,2010,CA,Disability,Disability among adults aged >= 65 years,40.5,,39.6,41.5,Race/Ethnicity,Hispanic
2010,2010,WY,Disability,Disability among adults aged >= 65 years,36.8,,33.9,39.7,Race/Ethnicity,"White, non-Hispanic"
2012,2012,MN,Disability,Disability among adults aged >= 65 years,30.9,,22.3,39.6,Race/Ethnicity,Hispanic
2016,2016,TX,Disability,Disability among adults aged >= 65 years,37.0,,36.5,37.5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,IA,Disability,Disability among adults aged >= 65 years,33.1,,31.8,34.4,Gender,Male
2018,2018,LA,Disability,Disability among adults aged >= 65 years,32.8,,25.8,39.9,Race/Ethnicity,Hispanic
2015,2015,ID,Disability,Disability among adults aged >= 65 years,36.6,,34.9,38.3,Race/Ethnicity,"White, non-Hispanic"
2018,2018,UT,Disability,Disability among adults aged >= 65 years,33.8,,33.7,34.0,Gender,Male
2019,2019,AK,Disability,Disability among adults aged >= 65 years,17.7,,6.4,29.1,Race/Ethnicity,Hispanic
2010,2010,NE,Disability,Disability among adults aged >= 65 years,36.3,,34.7,37.9,Overall,Overall
2013,2013,KY,Disability,Disability among adults aged >= 65 years,42.1,,40.8,43.3,Gender,Male
2016,2016,NM,Disability,Disability among adults aged >= 65 years,40.1,,38.3,42.0,Gender,Female
2018,2018,NM,Disability,Disability among adults aged >= 65 years,46.3,,43.8,48.9,Race/Ethnicity,Hispanic
2017,2017,CA,Disability,Disability among adults aged >= 65 years,40.4,,38.9,41.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,CO,Disability,Disability among adults aged >= 65 years,34.3,,33.4,35.2,Overall,Overall
2019,2019,PA,Disability,Disability among adults aged >= 65 years,42.8,,39.7,45.8,Race/Ethnicity,Hispanic
2017,2017,DC,Disability,Disability among adults aged >= 65 years,50.4,,47.1,53.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,ND,Disability,Disability among adults aged >= 65 years,34.1,,32.1,36.1,Overall,Overall
2015,2015,AZ,Disability,Disability among adults aged >= 65 years,34.9,,34.2,35.6,Overall,Overall
2011,2011,TX,Disability,Disability among adults aged >= 65 years,48.8,,39.4,58.2,Race/Ethnicity,American Indian or Alaska Native
2017,2017,KY,Disability,Disability among adults aged >= 65 years,41.9,,40.6,43.2,Gender,Male
2017,2017,AL,Disability,Disability among adults aged >= 65 years,41.1,,40.2,42.0,Overall,Overall
2015,2015,CA,Disability,Disability among adults aged >= 65 years,32.0,,31.1,32.9,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,MT,Disability,Disability among adults aged >= 65 years,41.2,,32.7,49.7,Race/Ethnicity,American Indian or Alaska Native
2016,2016,NM,Disability,Disability among adults aged >= 65 years,56.7,,52.3,61.1,Race/Ethnicity,American Indian or Alaska Native
2010,2010,AK,Disability,Disability among adults aged >= 65 years,65.4,,34.2,96.5,Race/Ethnicity,Hispanic
2016,2016,WA,Disability,Disability among adults aged >= 65 years,35.6,,34.8,36.4,Race/Ethnicity,"White, non-Hispanic"
2012,2012,IA,Disability,Disability among adults aged >= 65 years,41.4,,30.1,52.7,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,ID,Disability,Disability among adults aged >= 65 years,37.5,,35.5,39.6,Gender,Female
2018,2018,NJ,Disability,Disability among adults aged >= 65 years,32.9,,30.5,35.3,Race/Ethnicity,Hispanic
2014,2014,NH,Disability,Disability among adults aged >= 65 years,32.5,,31.0,34.0,Overall,Overall
2013,2013,OR,Disability,Disability among adults aged >= 65 years,38.2,,30.0,46.4,Race/Ethnicity,Hispanic
2019,2019,WI,Disability,Disability among adults aged >= 65 years,30.1,,29.4,30.8,Overall,Overall
